469.055	988.000
469.037	985.000
469.018	990.000
468.999	990.000
468.980	988.000
468.962	987.000
468.943	996.000
468.924	990.000
468.906	995.000
468.887	985.000
468.868	997.000
468.849	991.000
468.831	987.000
468.812	996.000
468.793	990.000
468.774	993.000
468.756	988.000
468.737	989.000
468.718	997.000
468.700	991.000
468.681	989.000
468.662	991.000
468.643	994.000
468.625	985.000
468.606	994.000
468.587	989.000
468.568	986.000
468.550	990.000
468.531	988.000
468.512	986.000
468.493	986.000
468.475	987.000
468.456	988.000
468.437	990.000
468.419	991.000
468.400	998.000
468.381	991.000
468.362	988.000
468.344	990.000
468.325	991.000
468.306	988.000
468.287	991.000
468.269	996.000
468.250	992.000
468.231	988.000
468.212	995.000
468.194	992.000
468.175	995.000
468.156	996.000
468.137	989.000
468.119	996.000
468.100	993.000
468.081	994.000
468.063	1001.000
468.044	997.000
468.025	992.000
468.006	990.000
467.988	997.000
467.969	998.000
467.950	996.000
467.931	1009.000
467.913	994.000
467.894	1004.000
467.875	1009.000
467.856	1013.000
467.838	1006.000
467.819	1025.000
467.800	1035.000
467.781	1016.000
467.763	1028.000
467.744	1021.000
467.725	1022.000
467.706	1009.000
467.688	1011.000
467.669	1000.000
467.650	1008.000
467.631	1003.000
467.613	996.000
467.594	1002.000
467.575	996.000
467.556	1012.000
467.538	996.000
467.519	999.000
467.500	996.000
467.481	995.000
467.463	993.000
467.444	1008.000
467.425	992.000
467.406	1005.000
467.388	994.000
467.369	1003.000
467.350	997.000
467.331	1004.000
467.313	994.000
467.294	995.000
467.275	998.000
467.256	1007.000
467.238	997.000
467.219	1000.000
467.200	989.000
467.181	999.000
467.163	997.000
467.144	995.000
467.125	994.000
467.106	999.000
467.088	1010.000
467.069	999.000
467.050	1005.000
467.031	1002.000
467.012	992.000
466.994	997.000
466.975	999.000
466.956	1002.000
466.937	1005.000
466.919	999.000
466.900	997.000
466.881	1000.000
466.862	998.000
466.844	991.000
466.825	1012.000
466.806	1002.000
466.787	994.000
466.769	1001.000
466.750	1000.000
466.731	996.000
466.712	1002.000
466.694	1002.000
466.675	1000.000
466.656	1016.000
466.637	1001.000
466.618	998.000
466.600	1004.000
466.581	1005.000
466.562	1011.000
466.543	1014.000
466.525	1011.000
466.506	1005.000
466.487	1006.000
466.468	1002.000
466.450	1012.000
466.431	1005.000
466.412	997.000
466.393	1003.000
466.374	1009.000
466.356	1005.000
466.337	1008.000
466.318	1009.000
466.299	1009.000
466.281	1008.000
466.262	1008.000
466.243	996.000
466.224	1011.000
466.205	1008.000
466.187	1004.000
466.168	1003.000
466.149	999.000
466.130	1008.000
466.112	1005.000
466.093	1017.000
466.074	1002.000
466.055	1009.000
466.037	1005.000
466.018	1010.000
465.999	1008.000
465.980	1010.000
465.961	1008.000
465.943	1010.000
465.924	1011.000
465.905	1006.000
465.886	1003.000
465.868	1009.000
465.849	1008.000
465.830	1017.000
465.811	1007.000
465.792	1005.000
465.774	1017.000
465.755	1003.000
465.736	999.000
465.717	1003.000
465.698	999.000
465.680	1007.000
465.661	1013.000
465.642	1007.000
465.623	1000.000
465.605	1015.000
465.586	1009.000
465.567	1015.000
465.548	1007.000
465.529	1010.000
465.511	1012.000
465.492	1007.000
465.473	1005.000
465.454	1008.000
465.435	1008.000
465.417	1014.000
465.398	1007.000
465.379	1010.000
465.360	1011.000
465.342	1001.000
465.323	1019.000
465.304	1017.000
465.285	1015.000
465.266	1012.000
465.248	1004.000
465.229	1000.000
465.210	1022.000
465.191	1013.000
