#X		#Y		#Wave		#Intensity
-4.000000	0.152250	1629.671875	126.014503
-4.000000	0.152250	1628.304688	169.845642
-4.000000	0.152250	1626.935547	182.592911
-4.000000	0.152250	1625.564453	226.369598
-4.000000	0.152250	1624.195313	206.246872
-4.000000	0.152250	1622.826172	211.679825
-4.000000	0.152250	1621.455078	189.743713
-4.000000	0.152250	1620.083984	207.946442
-4.000000	0.152250	1618.712891	178.725021
-4.000000	0.152250	1617.341797	162.278854
-4.000000	0.152250	1615.970703	167.715195
-4.000000	0.152250	1614.599609	158.568359
-4.000000	0.152250	1613.228516	164.003281
-4.000000	0.152250	1611.855469	184.011154
-4.000000	0.152250	1610.482422	154.829773
-4.000000	0.152250	1609.109375	211.254669
-4.000000	0.152250	1607.736328	189.362732
-4.000000	0.152250	1606.363281	165.659134
-4.000000	0.152250	1604.990234	143.785126
-4.000000	0.152250	1603.617188	191.068497
-4.000000	0.152250	1602.242188	107.340775
-4.000000	0.152250	1600.867188	156.431458
-4.000000	0.152250	1599.494141	172.767578
-4.000000	0.152250	1598.119141	220.007248
-4.000000	0.152250	1596.744141	196.330780
-4.000000	0.152250	1595.367188	187.203903
-4.000000	0.152250	1593.992188	139.920532
-4.000000	0.152250	1592.615234	212.563995
-4.000000	0.152250	1591.240234	147.130249
-4.000000	0.152250	1589.863281	194.318375
-4.000000	0.152250	1588.486328	170.675461
-4.000000	0.152250	1587.109375	170.641357
-4.000000	0.152250	1585.730469	108.898247
-4.000000	0.152250	1584.353516	179.646210
-4.000000	0.152250	1582.976563	121.554466
-4.000000	0.152250	1581.597656	108.833015
-4.000000	0.152250	1580.218750	134.200592
-4.000000	0.152250	1578.839844	114.229050
-4.000000	0.152250	1577.460938	134.147034
-4.000000	0.152250	1576.082031	183.056061
-4.000000	0.152250	1574.701172	103.288269
-4.000000	0.152250	1573.322266	155.807373
-4.000000	0.152250	1571.941406	166.644440
-4.000000	0.152250	1570.560547	119.525452
-4.000000	0.152250	1569.181641	155.714264
-4.000000	0.152250	1567.798828	190.078384
-4.000000	0.152250	1566.417969	142.982880
-4.000000	0.152250	1565.037109	195.431366
-4.000000	0.152250	1563.654297	139.307602
-4.000000	0.152250	1562.273438	150.132858
-4.000000	0.152250	1560.890625	133.826767
-4.000000	0.152250	1559.507813	177.194809
-4.000000	0.152250	1558.125000	159.082077
-4.000000	0.152250	1556.742188	191.583511
-4.000000	0.152250	1555.357422	178.896210
