Fitting data: Tension, Time, <QW>, Lorentz1, Lorentz2
A7_-200V;00:41:30;445.514;455.113
A7_0V_1;00:05:20;445.266;455.003
A7_0V_2;00:06:56;445.298;455.021
A7_0V_3;00:27:50;445.435;455.086
A7_0V_4;00:42:20;445.529;455.120
A7_100V;00:39:24;445.530;455.139
A7_10V;00:07:54;445.344;455.036
A7_10V_2;00:33:58;445.466;455.096
A7_200V;00:40:24;445.538;455.139
A7_20V;00:35:04;445.483;455.105
A7_30V;00:36:18;445.497;455.115
A7_50V;00:37:20;445.509;455.124
A7_75V;00:38:22;445.517;455.131
